LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID,FCA_DATE,ASSET_CONDITION
Parkfield,516,None,None,1,Park Circulation,Concrete,0.02175826,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75673,108405,2019-01-01 00:00:00,Good
Bear Creek Park,139,None,None,1,Park Circulation,Crusher Fines,0.02126738,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70633,107027,2019-01-01 00:00:00,Good
Stanford & Balsam,181,None,None,1,Park Circulation,Asphalt,0.0150576,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72600,106532,2019-01-01 00:00:00,Good
Globeville Landing Park,908,None,None,1,Park Circulation,Concrete,0.00247941,5.0,None,City & County of Denver,None,2019,None,WLKTRL,WLK-HARD,77027,None,2021-04-27 00:00:00,100
Town Center,558,None,None,1,Park Circulation,Concrete,0.03702348,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71481,109264,2019-01-01 00:00:00,Good
Golden Key Park,607,None,None,1,Park Circulation,Asphalt,0.04205263,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71341,105621,2019-01-01 00:00:00,Good
Civic Center Park,213,None,None,1,Park Circulation,Concrete,0.01805303,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,75513,104599,2019-01-01 00:00:00,Good
Benedict Fountain Park,310,None,None,1,Park Circulation,Concrete,0.01183256,10.0,None,City & County of Denver,None,2013,None,WLKTRL,WLK-HARD,76360,114741,2019-01-01 00:00:00,Good
Westwood Park,839,None,None,1,Park Circulation,Crusher Fines,0.03754772,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,76836,None,2019-01-01 00:00:00,80
La Alma / Lincoln Park,315,None,None,1,Right of Way Walk,Concrete,0.03473293,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72638,107302,2018-09-20 00:00:00,Poor
Sanderson Gulch,828,None,None,1,Right of Way Walk,Concrete,0.0174332,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74521,104487,2019-01-01 00:00:00,Good
Hutchinson Park,616,None,None,1,Park Circulation,Concrete,0.01399027,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72646,108003,2019-01-01 00:00:00,Good
Westerly Creek Park,560,Westerly Creek Trail,None,2,Minor,Concrete,0.02259939,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,70242,109127,2019-01-01 00:00:00,Good
Sanchez Park,028,None,None,1,Park Circulation,Crusher Fines,0.07788586,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,76610,None,None,None
Uplands Park,574,None,None,1,Park Circulation,Concrete,0.1613418,10.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-HARD,76732,None,2021-05-06 00:00:00,80
Central Park,561,None,None,1,Park Circulation,Concrete,0.01367801,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70566,104738,2019-01-01 00:00:00,Good
Chaffee Park,003,None,None,1,Park Circulation,Concrete,0.01878386,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71175,107862,2019-01-01 00:00:00,Good
Highland Park,013,None,None,1,Right of Way Walk,Concrete,0.08829857,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72417,107269,2019-01-01 00:00:00,Good
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.06441628,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,76108,112429,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Asphalt,0.01192072,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73840,106702,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Right of Way Walk,Concrete,None,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,None,None,2022-09-29 00:00:00,80
Viking Park,020,None,None,1,Park Circulation,Concrete,0.09820605,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73631,106687,2019-01-01 00:00:00,Good
Hutchinson Park,616,Goldsmith Gulch Trail,None,2,Minor,Crusher Fines,0.03620739,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,72714,109417,2019-01-01 00:00:00,Good
O'Fallon,M40,Bear Creek Access Trail,None,2,Mountain,Gravel,0.18845885,None,None,Jefferson County,None, 2011,"Two Track Access, road closed 2011",WLKTRL,TRL-MTN,77134,None,None,None
Central Park Rec Center,567,None,None,1,Right of Way Walk,Concrete,0.00404622,5.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-ROW,75395,107667,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Right of Way Walk,Concrete,0.00338673,10.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77322,None,2021-05-12 00:00:00,100
Cottonwood Gallery,577,None,None,1,Right of Way Walk,Concrete,0.00283397,5.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76554,None,2021-05-12 00:00:00,100
Northfield Pond,565,None,None,1,Park Circulation,Concrete,0.01164647,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74712,108951,2019-01-01 00:00:00,Good
Crestmoor Park,403,None,None,1,Right of Way Walk,Concrete,0.00915458,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75039,105310,2019-01-01 00:00:00,Good
O'Fallon,M40,Bear Creek Trail,None,2,Mountain,Natural Surface,1.00423827,None,None,Jefferson County,None,2001,JCOS Trail Agreement,WLKTRL,TRL-MTN,77149,None,None,None
Washington Park,711,None,None,1,Park Circulation,Concrete,0.02157842,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72677,108034,2019-01-01 00:00:00,Good
Sloans Lake Park,019,None,None,1,Right of Way Walk,Concrete,0.27282624,None,None,City & County of Denver,None,2019,None,WLKTRL,WLK-ROW,77007,None,2021-05-12 00:00:00,80
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01180475,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75779,105402,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.0042261,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72017,104145,2019-01-01 00:00:00,Good
Garland Park,728,None,None,1,Park Circulation,Concrete,0.10902378,8.0,None,City & County of Denver,None,2012,None,WLKTRL,WLK-HARD,70193,108443,2019-01-01 00:00:00,Good
Mestizo Curtis Park,203,None,None,1,Right of Way Walk,Stone,0.05467257,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72922,107334,2019-01-01 00:00:00,Good
Aspgren Park,801,None,None,1,Right of Way Walk,Concrete,0.00516905,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70437,107792,2019-01-01 00:00:00,Good
Fishback Park,905,None,None,1,Park Circulation,Concrete,0.00847659,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71769,104107,2019-01-01 00:00:00,Good
Thomas (Fred) Park,L16,None,None,1,Park Circulation,Concrete,0.00503962,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73612,106668,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.01215827,5.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75661,108393,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.03581062,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74070,105208,2019-01-01 00:00:00,Good
Sandhills Prairie,581,None,None,1,Park Circulation,Concrete,0.06758534,8.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76894,None,2021-05-12 00:00:00,80
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.01933432,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74449,108249,2019-01-01 00:00:00,Good
Garland Park,728,None,None,1,Park Circulation,Asphalt,0.02098998,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71861,105688,2018-09-24 00:00:00,Poor
Garland Park,728,None,None,1,Right of Way Walk,Concrete,0.21002315,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71234,109238,2019-01-01 00:00:00,Good
Village Place Park,540,None,None,1,Park Circulation,Concrete,0.01938265,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73592,105912,2019-01-01 00:00:00,Good
Westerly Creek Park,560,None,None,1,Park Circulation,Concrete,0.0399706,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74376,106763,2019-01-01 00:00:00,Good
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.02789018,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76028,112168,2019-01-01 00:00:00,Good
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.03741675,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76019,112228,2019-01-01 00:00:00,Good
Globeville Landing Park,908,None,None,1,Park Circulation,Concrete,0.035677,5.0,None,City & County of Denver,None,2019,None,WLKTRL,WLK-HARD,74757,104502,2021-04-27 00:00:00,100
Lawson,208,None,None,1,Right of Way Walk,Concrete,0.0124433,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72637,107301,2019-01-01 00:00:00,Good
Mayfair,432,None,None,1,Park Circulation,Concrete,0.05135093,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72915,107327,2019-01-01 00:00:00,Good
Skyline Park,332,None,None,1,Right of Way Walk,Concrete,0.02170572,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76392,114839,2019-01-01 00:00:00,Good
North Commons Lawn,590,None,None,1,Right of Way Walk,Concrete,None,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,None,None,2022-09-29 00:00:00,80
Crescent Park,L25,None,None,1,Park Circulation,Crusher Fines,0.01836499,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,76998,None,2019-01-01 00:00:00,80
City of Chennai Park,660,None,None,1,Park Circulation,Concrete,0.00558669,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71591,106389,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.01885523,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72171,107968,2019-01-01 00:00:00,Good
Bear Creek Park,139,None,None,1,Park Circulation,Crusher Fines,0.01587294,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70688,108491,2019-01-01 00:00:00,Good
Veterans Park,720,None,None,1,Park Circulation,Crusher Fines,0.2287152,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,73583,105903,2018-10-23 00:00:00,Poor
Harvard Gulch West,145,None,None,1,Park Circulation,Concrete,0.00593558,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70239,109124,2019-01-01 00:00:00,Good
Central Park Rec Center,567,None,None,1,Park Circulation,Concrete,0.07330144,5.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75533,105377,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00467144,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70085,106192,2019-01-01 00:00:00,Good
City of Cuernavaca Park,904,None,None,1,Park Circulation,Concrete,0.00392582,14.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71913,107935,2019-01-01 00:00:00,Good
Great Lawn Park,L07,None,None,1,Park Circulation,Concrete,0.05255855,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75414,108359,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00373762,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70091,106198,2019-01-01 00:00:00,Good
Summit Lake,M50,Summit Lake Loop,None,2,Mountain,Natural Surface,0.14313855,None,None,Clear Creek County,None,2007,Segment 1,WLKTRL,TRL-MTN,77122,None,None,None
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Concrete,0.00507273,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75681,109052,2019-01-01 00:00:00,Good
Sanderson Gulch - Florida & Raritan,851,Sanderson Gulch Trail,None,2,Minor,Concrete,0.09147225,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,74591,106043,2019-01-01 00:00:00,Good
Berkeley Lake Park,002,None,None,1,Park Circulation,Concrete,0.01146934,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70830,105554,2019-01-01 00:00:00,Good
Westerly Creek Park,560,None,None,1,Park Circulation,Concrete,0.03523889,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70138,106984,2019-01-01 00:00:00,Good
Lawson,208,None,None,1,Park Circulation,Concrete,0.03469713,5.0,None,City & County of Denver,None,2014,None,WLKTRL,WLK-HARD,76473,114978,2019-01-01 00:00:00,Good
Gates Crescent Park,907,None,None,1,Park Circulation,Concrete,0.11728585,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71336,105616,2019-01-01 00:00:00,Good
Creekfront Park,349,None,None,1,Park Circulation,Concrete,0.02656911,18.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74860,106830,2019-01-01 00:00:00,Good
Garland North Greenbelt,648,None,None,2,Neighborhood,Asphalt,0.2182227,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72215,109355,2019-01-01 00:00:00,Good
Prairie Park,856,None,None,1,Park Circulation,Crusher Fines,0.01981217,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,75540,105384,2019-01-01 00:00:00,Good
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.0132843,12.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76005,112172,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.06296053,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70625,106277,2019-01-01 00:00:00,Good
51st & Zuni,009,None,None,1,Park Circulation,Concrete,0.06763447,8.0,None,City & County of Denver,None,2000,None,WLKTRL,WLK-HARD,70288,104683,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Right of Way Walk,Concrete,0.00077217,6.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77306,None,2021-05-12 00:00:00,100
Uplands Park,574,None,None,1,Right of Way Walk,Crusher Fines,0.13472627,10.0,None,City & County of Denver,None,2015, ,WLKTRL,WLK-SOFT,76716,None,2021-05-06 00:00:00,80
Alamo Placita Park,301,None,None,1,Right of Way Walk,Concrete,0.06533103,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70331,105474,2019-01-01 00:00:00,Good
City of Chennai Park,660,None,None,1,Park Circulation,Concrete,0.09734503,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71634,107149,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.0071179,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75529,104615,2019-01-01 00:00:00,Good
Globeville Landing Park,908,None,None,1,Park Circulation,Concrete,0.00806235,5.0,None,City & County of Denver,None,2019,None,WLKTRL,WLK-HARD,77026,None,2021-04-27 00:00:00,100
Red Rocks,M44,Red Rocks Connector,None,2,Mountain,Natural Surface,0.03634631,None,None,Jefferson County,None, 2017,None,WLKTRL,TRL-MTN,77092,None,None,None
Parkfield,516,None,None,1,Park Circulation,Crusher Fines,0.06702574,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-SOFT,75869,107709,2019-01-01 00:00:00,Good
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.01106787,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74613,106796,2019-01-01 00:00:00,Good
Civic Center Park,213,None,None,1,Park Circulation,Concrete,0.05413219,14.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75517,104603,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.0627053,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72202,108679,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.07345787,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74282,104460,2019-01-01 00:00:00,Good
Garfield Lake Park,807,None,None,1,Right of Way Walk,Concrete,0.01650854,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75095,106098,2019-01-01 00:00:00,Good
Sanderson Gulch,828,None,None,1,Right of Way Walk,Concrete,0.09344641,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74619,106802,2019-01-01 00:00:00,Good
Montbello Central,541,None,None,1,Park Circulation,Asphalt,0.01662351,25.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71426,107889,2018-10-01 00:00:00,Poor
Montbello Central,541,None,None,1,Park Circulation,Concrete,0.00509186,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,70068,105438,2022-04-15 00:00:00,100
City Park,201,None,None,1,Park Circulation,Concrete,0.01732928,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74108,105975,2019-01-01 00:00:00,Good
Mestizo Curtis Park,203,None,None,1,Park Circulation,Concrete,0.02982436,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72892,106575,2019-01-01 00:00:00,Good
The Bluffs,589,Northfield Trail,None,2,Minor,Concrete,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
Granado (Lorraine) Community Park,941,None,None,1,Park Circulation,Concrete,0.12302945,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73708,108838,2019-01-01 00:00:00,Good
29th and Fairfax,405,None,None,1,Park Circulation,Concrete,0.00367467,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,75113,None,2021-08-19 00:00:00,100
Washington Park,711,None,None,1,Park Circulation,Asphalt,0.06343201,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73943,108866,2019-01-01 00:00:00,Good
Genesse,M26,Chavez Trail,None,2,Mountain,Natural Surface,1.32658959,None,None,Jefferson County,None, ,Formally Beaver Brook Trail,WLKTRL,TRL-MTN,77145,None,None,None
Prairie Meadows,576,None,None,1,Park Circulation,Concrete,0.0211573,8.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76954,None,2021-05-06 00:00:00,80
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.03011761,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71418,107146,2019-01-01 00:00:00,Good
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.02784716,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74899,107602,2019-01-01 00:00:00,Good
Congress Park,314,None,None,1,Park Circulation,Asphalt,0.01487457,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70732,109178,2018-09-21 00:00:00,Poor
Ashland Rec Center,031,None,None,1,Park Circulation,Concrete,0.03378953,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,76139,112695,2019-01-01 00:00:00,Good
Verbena Park,L18,None,None,1,Park Circulation,Concrete,0.04507362,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73743,109555,2019-01-01 00:00:00,Good
North Commons Lawn,590,None,None,1,Right of Way Walk,Concrete,None,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,None,None,2022-09-29 00:00:00,80
Lowry Open Space,L28,None,None,1,Park Circulation,Concrete,0.06216413,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,76420,114804,2019-01-01 00:00:00,Good
Lakewood & Dry Gulch Park,030,None,None,1,Right of Way Walk,Concrete,0.00460929,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70956,108538,2019-01-01 00:00:00,Good
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.05786956,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76042,112206,2019-01-01 00:00:00,Good
Village Place Park,540,None,None,1,Park Circulation,Concrete,0.02088686,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73531,104358,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00491315,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70183,108433,2019-01-01 00:00:00,Good
Rude Park,024, ,None,1,Park Circulation,Concrete,0.01709427,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70178,107766,2018-10-02 00:00:00,Poor
Parkfield,516,None,None,1,Park Circulation,Crusher Fines,0.08106131,8.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-SOFT,75752,104618,2018-09-28 00:00:00,Poor
First Creek Park,586,None,None,1,Park Circulation,Concrete,0.02348897,5.0,None,City & County of Denver,None,2019,None,WLKTRL,WLK-HARD,77067,None,2021-05-21 00:00:00,100
29th and Fairfax,405,None,None,1,Park Circulation,Concrete,0.00207744,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,75115,None,2021-08-19 00:00:00,100
Civic Center Park,213,None,None,1,Park Circulation,Concrete,0.05195364,14.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75516,104602,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Park Circulation,Crusher Fines,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,None,None,2022-09-29 00:00:00,80
Cook Park,763,None,None,1,Park Circulation,Concrete,0.00759572,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70520,103954,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Crusher Fines,0.00920364,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70563,104735,2019-01-01 00:00:00,Good
Martinez Park,029,None,None,1,Park Circulation,Concrete,0.01382743,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72664,108021,2019-01-01 00:00:00,Good
Goldsmith Gulch,608,None,None,1,Right of Way Walk,Concrete,0.01661539,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74755,104500,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Park Circulation,Concrete,0.01418927,10.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77288,None,2021-05-12 00:00:00,100
Huston Lake Park,811,None,None,1,Park Circulation,Asphalt,0.12444209,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72316,104976,2018-09-18 00:00:00,Poor
Inspiration Point Park,005,None,None,1,Park Circulation,Concrete,0.0229159,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72617,107281,2019-01-01 00:00:00,Good
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,Colorado to Quebec,2,Regional,Concrete,2.5869821,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,75967,112218,2018-10-09 00:00:00,Poor
Parkfield,516,None,None,1,Park Circulation,Crusher Fines,0.04082773,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-SOFT,75610,106934,2019-01-01 00:00:00,Good
